time,throttle,steering,clutch,parkingbrake,brake,
0.0090000005438924,0.93915760977216,0.030572436224462,0,0,0,
2.0225001331419,0.038328895480377,0.0054381310179351,0,0,0,
4.0365002704784,0.20411778541932,0.014752606597869,0,0,0,
6.046500403434,0.14853872073484,-0.016951544626291,0,0,0,
8.0595005247742,0.083435911996905,0.0059555727975326,0,0,0,
10.076500639319,0,-0.01260397802044,0,0,0.68553982729223,
12.092000762001,0,-0,0,1,0,
14.100500876084,0,-0,0,1,0,
16.117000984959,0,-0,0,1,0,
18.133001092821,0,-0,0,1,0,
20.145501201041,0,-0,0,1,0,
22.159501308575,0,-0,0,1,0,
