time,throttle,steering,clutch,parkingbrake,brake,
0.0095000006258488,0.96450688738601,-0.0045954958826735,0,0,0,
5.0230003194883,0.13164290963854,-0.027115360505183,0,0,0,
10.04150063172,0,0.072663069405602,0,0,0.78502195230006,
15.102000985295,0,0.0072960961936858,0,1,0,
20.153501037508,0,0.0071839110295322,0,1,0,
25.166501125321,0,0.00717712304783,0,1,0,
30.200501243584,0,0.0071746012953766,0,1,0,
35.256001296453,0,0.0071723927216789,0,1,0,
40.319501365535,0,0.0071711543612931,0,1,0,
45.379001426511,0,0.0071743534575384,0,1,0,
50.425001460128,0,0.0071763127066728,0,1,0,
