time,vehicle x-position,vehicle y-position,vehicle z-position,velocity (m/s),revolutions per minute,roll (radians),pitch (radians),yaw (radians),water temperature (Celsius),velocity (m/s),rotation of the steering wheel,throttle,brake,clutch,airspeed,airflow speed,altitude,reverse,throttle,
0.0090000005438924,907.98085930484,-221.11236457387,40.032941661524,13.600070455492,5265.7203483789,0.0021860727574676,0.011546300724149,0.083896391093731,83.984724450062,13.600070455492,-14.097709598033,0.94527707724696,0,0,13.411908104503,13.287084396348,40.036517603672,0,0.94527707724696,
2.026000129059,909.2229824691,-257.44700929429,40.247871787724,21.648590724593,5346.0609735189,0.012928658165038,0.03045829385519,0.012384640052915,87.680783339341,21.648590724593,-4.713102769087,0.97738875868104,0,0,21.52357223342,21.438845471265,40.23010675961,0,0.97738875868104,
4.0355002591386,908.97420131374,-302.40368292481,40.580342852176,22.434195707061,5351.0773038429,0.0054251351393759,0.010690715163946,-0.070320650935173,86.992877919316,22.434195707061,-16.9284522386,0.14300888340142,0,0,22.442822381072,22.449170902627,40.567128579592,0,0.14300888340142,
6.0450003845617,905.06835335883,-347.36925295554,41.693887290225,22.556997083084,5390.3613329753,-0.029170345515013,0.032698638737202,-0.058116961270571,87.108244162,22.556997083084,6.0918894506197,0.19591341049924,0,0,22.543684098002,22.534772489403,41.665260774847,0,0.19591341049924,
8.0620005046949,903.2074317474,-392.69246282242,43.909357301774,22.473670618143,5367.7743410703,0.012693842872977,0.042746044695377,-0.03115189820528,87.733828103451,22.473670618143,0.20067194569504,0.20625288382715,0,0,22.471354572178,22.47068987119,43.870997880727,0,0.20625288382715,
10.071000617929,901.77415271764,-437.78105441481,43.534081031394,20.945118127092,4790.6111423056,-0.013287488371134,-0.055553983896971,-0.0075527522712946,88.069794005006,20.945118127092,4.6135141090463,0,0.73755042330517,0,21.24051068056,21.445154118921,43.561411304953,0,0,
12.084500736557,902.11250923567,-464.58071874408,43.089516728221,8.2672871496422,718.72876414228,-0.0089830094948411,-0.017937270924449,0.058378223329782,87.423885905499,8.2672871496422,-2.6916187442432,0,0,0,8.3724404307635,8.4475445713276,43.094122158098,0,0,
14.100000866689,902.96322160203,-473.69968047113,43.014221736413,0.1449759911528,726.45479826836,-0.0014482690021396,-0.021690977737308,0.2187434732914,87.32992423015,0.1449759911528,1.9715586020906e-05,0,0.3,0,0.1937839793094,0.26292394837041,43.014122210745,0,0,
16.146000991575,902.96052981339,-473.68681509332,43.032650663161,0.045731529741273,731.49930175761,-0.00073446054011583,-0.010424704290926,0.21863631904125,87.323590904368,0.045731529741273,3.1376657843347e-05,0,0.3,0,0.047034768218638,0.040846522513811,43.032408145659,0,0,
18.189001061954,902.95973584695,-473.68395602536,43.032436085098,0.030625269522506,722.70884411947,-0.00065458146855235,-0.010749976150692,0.21859575808048,87.342505496927,0.030625269522506,1.9713516533467e-07,0,0.3,0,0.022154414282972,0.01814966141902,43.032512815245,0,0,
20.24300106708,902.95961292034,-473.68339401907,43.032476325509,0.0038391314289667,732.01793599949,-0.00064005621243268,-0.010714362375438,0.21863068640232,87.366446820026,0.0038391314289667,7.7758085684617e-08,0,0.3,0,0.0078751651465653,0.0071724739172483,43.032536878001,0,0,
22.256001107395,902.9597685166,-473.68404316228,43.032626803962,0.0047643347242164,737.33720544163,-0.00066886190325022,-0.010599828325212,0.21866379678249,87.393102745477,0.0047643347242164,5.8167042611095e-09,0,0.3,0,0.0044119873227176,0.0035885196562973,43.032599434048,0,0,
